"ENTIDAD","DISTRITO","NOMBRE.CANDIDATO","AP.CEN.EFE","AP.CEN.ESP","AP.OT.EFE","AP.OT.ESP","AP.CAN.EFE","AP.CAN.ESP","AP.MIL.ESP","AP.SIM.ESP","AP.MIL.EFE","AP.SIM.EFE","REND.FINC","TRANS.NOFED","OTROS","FIN.PUB.INDEP","TOTAL","PARTY","NO.REPORT"
"Nayarit","2","Hugo Alejandro Galván Araiza",450000,323643.31,206189,67741.69,0,0,232,14558,0,0,0,0,0,0,1062364,"PAN",NA
"Nayarit","3","Heriberto Castañeda Ulloa",4e+05,323660.71,162936.32,67741.69,20000,0,638,0,0,0,0,0,0,0,974976.72,"PAN",NA
"Nuevo León","1","Ximena Tamariz García",5e+05,374293.19,0,0,0,0,34568,0,0,0,0,178344.14,0,0,1087205.33,"PAN",NA
"Nuevo León","2","Yulihana Meave Arbizo",2e+05,374293.2,0,0,0,44400,2471,0,0,0,0,178344.14,0,0,799508.34,"PAN",NA
"Nuevo León","3","Alejandro Reynoso Gil",5e+05,374293.19,0,0,0,0,0,8400,0,0,0,178344.14,0,0,1061037.33,"PAN",NA
"Nuevo León","4","Carlos Alberto de la Fuente Flores",5e+05,374293.19,0,0,0,0,0,0,0,0,0,178344.14,0,0,1052637.33,"PAN",NA
"Nuevo León","5","África Donají Elizondo Rodríguez",2e+05,385893.19,0,0,0,0,0,0,0,0,0,178344.14,0,0,764237.33,"PAN",NA
"Nuevo León","6","José Adrián González Navarro",5e+05,374293.19,0,0,0,0,0,0,0,0,0,178344.14,0,0,1052637.33,"PAN",NA
"Nuevo León","7","Jovita Morín Flores",5e+05,374293.19,0,0,10000,0,0,0,0,0,0,178344.14,0,0,1062637.33,"PAN",NA
"Nuevo León","8","Arturo Benavides Castillo",5e+05,374293.19,0,0,0,0,0,79385.7,2400,0,0,178344.14,0,0,1134423.03,"PAN",NA
"Nuevo León","9","Yolanda Macías Rivera",2e+05,374293.19,0,0,0,0,0,0,50000,0,0,178344.14,0,0,802637.33,"PAN",NA
"Nuevo León","10","Juan Carlos Ruíz García",5e+05,374293.19,0,0,50000,0,0,246.5,50000,0,0,178344.14,0,0,1152883.83,"PAN",NA
"Nuevo León","11","Pedro Garza Treviño",3e+05,374293.19,0,0,0,0,0,0,50000,0,0,178344.14,0,0,902637.33,"PAN",NA
"Nuevo León","12","Imelda Guadalupe Alejandro de la Garza",450000,374403.16,0,0,0,0,0,0,0,50000,0,178344.14,0,0,1052747.3,"PAN",NA
"Oaxaca","1","Yvette Ramón Barradas",2e+05,230765.84,364564.64,54447.12,0,0,0,1400,0,0,0,0,0,0,851177.6,"PAN",NA
"Oaxaca","2","Joel Isidro Inocente",2e+05,230765.84,364564.64,54447.12,0,0,0,0,0,0,0,0,0,0,849777.6,"PAN",NA
"Oaxaca","3","Dora Edith Suárez Ibañez",2e+05,230765.84,364564.64,54447.12,0,0,800,0,0,0,0,0,0,0,850577.6,"PAN",NA
"Oaxaca","4","Remedios Zonia López Cruz",2e+05,230765.84,383564.64,54447.12,0,0,0,3850,0,0,0,0,0,0,872627.6,"PAN",NA
"Oaxaca","5","Mariuma Munira Vadillo Bravo",4e+05,230765.84,164564.64,54447.12,0,0,0,0,0,0,0,0,0,0,849777.6,"PAN",NA
"Oaxaca","6","Nashiely Cruz Pérez",2e+05,230765.84,364564.64,54447.12,0,0,0,18450,0,0,0,0,0,0,868227.6,"PAN",NA
"Oaxaca","7","Concepción Rueda Gómez",2e+05,230765.84,364564.64,54447.12,0,0,0,1400,0,0,0,0,0,0,851177.6,"PAN",NA
"Oaxaca","8","Sergio Andrés Bello Guerra",2e+05,230765.84,379614.96,54447.12,0,0,0,64308.1,0,0,0,0,0,0,929136.02,"PAN",NA
"Oaxaca","9","Javier Cesar Barroso Sánchez",2e+05,230765.84,364564.64,54447.12,0,0,37200,24000,0,0,0,0,0,0,910977.6,"PAN",NA
"Oaxaca","10","Juan Mendoza Reyes",5e+05,230765.84,39564.64,54447.12,0,0,0,0,0,0,0,0,0,0,824777.6,"PAN",NA
"Oaxaca","11","Diana Perla Peña Peña",2e+05,230929.26,388564.64,54447.12,0,0,0,350,0,0,0,0,0,0,874291.02,"PAN",NA
"Puebla","1","José Domingo Esquitín Lastiri",0,706810.14,0,1562.5,0,0,0,0,0,0,0,0,0,0,708372.64,"PAN",NA
"Puebla","2","Mario Alberto Cruz González",0,759429.68,0,1562.5,0,0,0,0,0,0,0,0,0,0,760992.18,"PAN",NA
"Puebla","3","Juan Pablo Piña Kurczyn",0,845180.28,0,1562.5,0,0,0,0,0,0,0,0,0,0,846742.78,"PAN",NA
"Puebla","4","Hugo Alejo Domínguez",0,743052.46,0,1562.5,0,0,0,0,0,0,0,0,0,0,744614.96,"PAN",NA
"Puebla","5","Rubén Alejandro Garrido Muñoz",0,831029,0,1562.5,0,0,0,0,0,0,0,7000,0,0,839591.5,"PAN",NA
"Puebla","6","Francisco Xabier Albizuri Morett",0,843566,0,1562.5,0,0,0,0,0,0,0,0,0,0,845128.5,"PAN",NA
"Puebla","7","Mario Alberto Rincón González",0,1005732.47,0,1562.5,0,0,0,0,0,0,0,0,0,0,1007294.97,"PAN",NA
"Puebla","8","Lilia Arminda García Escobar",0,647388.88,0,1562.5,0,0,0,0,0,0,0,0,0,0,648951.38,"PAN",NA
"Puebla","9","Genoveva Huerta Villegas",0,817870.56,0,1562.5,0,0,0,0,0,0,0,0,0,0,819433.06,"PAN",NA
"Puebla","10","Miguel Ángel Huepa Pérez",0,889176.16,0,1562.5,0,0,0,0,0,0,0,0,0,0,890738.66,"PAN",NA
"Puebla","11","María Angélica Ramírez Luna",0,829524.84,0,1562.5,0,0,0,0,0,0,0,0,0,0,831087.34,"PAN",NA
"Puebla","12","Angel Francisco Javier Trauwitz Echeguren",0,919674.48,0,1562.5,0,0,17500,0,0,0,0,0,0,0,938736.98,"PAN",NA
"Puebla","13","Julieta Camacho Mata",0,540576.34,0,1562.5,0,0,0,0,0,0,0,0,0,0,542138.84,"PAN",NA
"Puebla","14","Jorgina Habana Medellín",0,513433.33,0,1562.5,0,0,0,0,0,0,0,0,0,0,514995.83,"PAN",NA
"Puebla","15","Sergio Emilio Gómez Olivier",0,754067.19,0,1562.5,0,0,0,14500,0,0,0,7000,0,0,777129.69,"PAN",NA
"Puebla","16","Maria Jiménez Guzmán",0,585957.8,0,1562.5,0,0,0,0,0,0,0,0,0,0,587520.3,"PAN",NA
"Querétaro","1","Juliana Rosario Hernández Quintanar",2e+05,195649.93,150000,287784.08,0,36000,39992.92,32308.5,0,0,0,0,0,0,941735.43,"PAN",NA
"Querétaro","2","María García Pérez",5e+05,195649.93,2e+05,420330.4,0,0,25400,0,0,0,0,0,0,0,1341380.33,"PAN",NA
"Querétaro","3","Gerardo Gabriel Cuanalo Santos",5e+05,195649.93,140000,151878.14,0,0,0,0,0,0,0,0,0,0,987528.07,"PAN",NA
"Querétaro","4","J. Apolinar Casillas Gutiérrez",5e+05,195651.32,50000,208599.33,0,43616,32000,7000,0,0,0,0,0,0,1036866.65,"PAN",NA
"Quintana Roo","1","Luz Fabiola Verónica Ballesteros Xicoténcatl",2e+05,282495.38,0,133812.66,0,0,32004,0,15000,0,0,676.67,0,0,663988.71,"PAN",NA
"Quintana Roo","2","Mahmud José Chnaid Novelo",2e+05,282495.38,0,67327.1,6000,0,18212.46,27636.4,19581.08,6000,0,676.66,0,0,627929.08,"PAN",NA
"Quintana Roo","3","Joel Espinoza Moreno",2e+05,282517.19,0,67451.36,0,27520,4357.2,0,0,0,0,676.67,0,0,582522.42,"PAN",NA
"San Luis Potosí","1","Roberto Eduardo Martínez Maldonado",2e+05,251254.39,0,62451.43,0,0,0,0,0,50000,0,0,0,0,563705.82,"PAN",NA
"San Luis Potosí","2","Adriana Paulin Rojas",2e+05,251254.39,0,80547.43,0,0,0,0,0,0,0,0,0,0,531801.82,"PAN",NA
"San Luis Potosí","3","Carlos Enrique Dahud Uresti",2e+05,251254.39,0,62451.43,0,0,0,0,0,0,0,0,0,0,513705.82,"PAN",NA
"San Luis Potosí","4","Alfonso Díaz de León Guillén",2e+05,251254.39,0,62451.43,0,0,0,0,0,0,0,0,0,0,513705.82,"PAN",NA
"San Luis Potosí","5","María de los Ángeles Rodríguez Aguirre",5e+05,251254.39,0,94931.43,0,0,0,0,50000,50000,0,0,0,0,946185.82,"PAN",NA
"San Luis Potosí","6","Rubén Guajardo Barrera",7e+05,284314.38,0,62451.43,0,0,0,0,0,0,0,0,0,0,1046765.81,"PAN",NA
"San Luis Potosí","7","María Patricia Álvarez Escobedo",7e+05,251335.25,0,95511.43,0,0,0,0,0,0,0,0,0,0,1046846.68,"PAN",NA
"Sinaloa","1","Víctor Manuel Sarmiento Armenta",2e+05,321277.03,55200,134949.22,0,12000,22749.3,537.6,0,0,0,0,0,0,746713.15,"PAN",NA
"Sinaloa","2","Zenen Aarón Xochihua Enciso",5e+05,321277.03,0,140685.41,0,0,28999.3,8239.6,0,0,0,0,0,0,999201.34,"PAN",NA
"Sinaloa","3","Alexi Yamilet Mendoza Monarrez",2e+05,321277.03,24000,168771.87,0,0,13319.3,537.6,0,0,0,7600,0,0,735505.8,"PAN",NA
"Sinaloa","4","Jesús Antonio López Rodríguez",5e+05,321277.03,0,107007.07,0,0,13424.3,12207.6,0,0,0,0,0,0,953916,"PAN",NA
"Sinaloa","5","Giovanna Morachis Paperini",2e+05,321277.03,51000,172251.87,0,0,13149.3,20652.93,0,0,0,0,0,0,778331.13,"PAN",NA
"Sinaloa","6","Nadia Haydee Vega Olivas",5e+05,321277.03,0,97317.07,0,6000,4749.3,10537.6,0,0,0,0,0,0,939881,"PAN",NA
"Sinaloa","7","María Guadalupe Conde Duarte",2e+05,321277.03,15000,168771.85,0,0,4749.3,732.6,0,0,0,18000,0,0,728530.78,"PAN",NA
"Sinaloa","8","Martín Pérez Torres",6e+05,321418.55,59000,110277.07,0,0,31449.3,4537.6,0,0,0,0,0,0,1126682.52,"PAN",NA
"Sonora","1","José Everardo López Córdova",2e+05,27311.1,304174.62,30413.26,0,0,14884.58,5034.28,0,0,0,321660.01,0,0,903477.85,"PAN",NA
"Sonora","2","Leticia Amparano Gamez",2e+05,27311.1,126147,80413.25,0,4740,15428.09,11014.28,0,0,0,211390.78,0,0,676444.5,"PAN",NA
"Sonora","3","Javier Antonio Neblina Vega",2e+05,27311.1,348459,30413.26,0,35288,31986.13,28214.28,0,0,0,125699.7,0,0,827371.47,"PAN",NA
"Sonora","4","Héctor Moisés Laguna Torres",2e+05,38311.1,121741,30413.26,0,46652.01,428.57,45734.28,0,0,0,359891.13,0,0,843171.35,"PAN",NA
"Sonora","5","Luis Ernesto Nieves Robinson Bours",2e+05,27311.1,3e+05,30413.26,0,11136.8,428.57,1534.28,0,0,0,309549.59,0,0,880373.6,"PAN",NA
"Sonora","6","Nydia Eloisa Rascón Ruíz",2e+05,27311.1,61000.02,30413.26,0,49005.6,17584,55854.28,0,0,0,43058.58,0,0,484226.84,"PAN",NA
"Sonora","7","César Bleizeffer Vega",2e+05,27363.3,1e+05,30413.26,0,20514.25,35908.56,14763.72,0,0,0,269783.88,0,0,698746.97,"PAN",NA
"Tabasco","1","Encarnación Hernández Jiménez",2e+05,230977.2,0,36650,0,0,29385,29385,0,0,0,0,0,0,526397.2,"PAN",NA
"Tabasco","2","Ana León Barrueta",2e+05,230977.22,0,36650,0,0,0,26396,0,0,0,0,0,0,494023.22,"PAN",NA
"Tabasco","3","Pablo León Jiménez",2e+05,230977.21,0,36650,0,0,0,0,0,0,0,0,0,0,467627.21,"PAN",NA
"Tabasco","4","Viridiana Ruíz Carrera",2e+05,230977.21,0,46150,0,0,49542.88,0,0,0,0,0,0,0,526670.09,"PAN",NA
"Tabasco","5","Juan Dionicio Pérez",2e+05,230978.29,0,36650,0,0,0,0,0,0,0,0,0,0,467628.29,"PAN",NA
"Tabasco","6","María del Rosario Vázquez Yee",2e+05,230625.5,0,36650,0,0,0,43340,0,0,0,0,0,0,510615.5,"PAN",NA
"Tamaulipas","1","Laura Teresa Zárate Quezada",5e+05,338502.34,0,72256.28,19000,17400,37372,6000,0,30000,0,0,0,0,1020530.62,"PAN",NA
"Tamaulipas","2","Ismael García Cabeza de Vaca",5e+05,338502.34,0,72256.28,0,0,85540.27,16160,0,0,0,0,0,0,1012458.89,"PAN",NA
"Tamaulipas","3","Raúl García Vivían",5e+05,338502.34,0,72256.28,0,0,4500,0,22500,0,0,0,0,0,937758.62,"PAN",NA
"Tamaulipas","4","Ramiro Javier Salazar Rodríguez",5e+05,338502.34,0,72546.28,50000,0,0,25000,50000,50000,0,0,0,0,1086048.62,"PAN",NA
"Tamaulipas","5","Maricela Patiño Loya",5e+05,338502.34,0,72256.28,0,0,0,0,0,0,0,0,0,0,910758.62,"PAN",NA
"Tamaulipas","6","Edgar Vargas Arizavalo",5e+05,338502.34,0,72256.28,0,0,0,41509.2,0,0,0,0,0,0,952267.82,"PAN",NA
"Tamaulipas","7","Silvia Leticia Cacho Tamez",550000,338502.34,0,72256.28,0,0,0,0,0,0,0,0,0,0,960758.62,"PAN",NA
"Tamaulipas","8","Maria Elena Figueroa Smith",5e+05,338669.85,0,72256.28,0,36072,55378.4,0,0,0,0,0,0,0,1002376.53,"PAN",NA
"Tlaxcala","1","Orlando Santacruz Carreño",450000,402585.99,0,66509.79,0,0,3480,7204,0,0,0,0,0,0,929779.78,"PAN",NA
"Tlaxcala","2","Miguel Ángel Polvo Rea",450000,429785.99,0,66509.79,0,57700,0,0,50000,50000,0,0,0,0,1103995.78,"PAN",NA
"Tlaxcala","3","Lilia Caritina Olvera Coronel",2e+05,402627.99,60,66509.79,50000,0,33770,10400,0,25000,0,0,0,0,788367.78,"PAN",NA
"Veracruz","1","Ivan Noé Villegas Arévalo",2e+05,181388.09,2e+05,56739.33,0,0,0,0,0,0,0,0,0,0,638127.42,"PAN",NA
"Veracruz","2","Víctor Marín del Ángel",550000,181388.09,2e+05,73734.32,0,6900,0,0,0,0,0,0,0,0,1012022.41,"PAN",NA
"Veracruz","3","Roberto Cortéz Hernández",550000,181388.09,2e+05,57556.19,0,600,0,0,0,0,0,0,0,0,989544.28,"PAN",NA
"Veracruz","4","Francisco José Gutiérrez de Velasco Urtaza",5e+05,181388.09,2e+05,59126.18,0,0,0,12760,0,0,0,0,0,0,953274.27,"PAN",NA
"Veracruz","5","Yhereiri Carranza Lopez",2e+05,181388.09,2e+05,54559.28,0,0,0,0,0,0,0,0,0,0,635947.37,"PAN",NA
"Veracruz","6","Ramón Agustín Saiz Calleja",2e+05,181388.09,2e+05,51199.54,0,600,0,0,0,0,0,0,0,0,633187.63,"PAN",NA
"Veracruz","7","Alba Leonila Méndez Herrera",4e+05,181388.09,2e+05,67624.57,0,900,0,0,0,0,0,0,0,0,849912.66,"PAN",NA
"Veracruz","8","Adrián Vázquez Mendoza",2e+05,181388.09,2e+05,68238.18,0,0,0,0,0,0,0,0,0,0,649626.27,"PAN",NA
"Veracruz","9","Ethel González López",2e+05,181388.09,2e+05,60425.85,0,4200,0,0,0,0,0,0,0,0,646013.94,"PAN",NA
"Veracruz","10","Ulisés Ramón Chama Contreras",2e+05,181388.09,2e+05,63218.81,0,0,18000,0,0,0,0,0,0,0,662606.9,"PAN",NA
"Veracruz","11","Gloria Santos Navarro",2e+05,181388.09,2e+05,68715.3,0,300,0,0,0,0,0,0,0,0,650403.39,"PAN",NA
"Veracruz","12","Gabriela Ramírez Ramos",5e+05,227788.09,2e+05,62745.69,0,2400,7000,0,0,0,0,0,0,0,999933.78,"PAN",NA
"Veracruz","13","Perla Patricia Montiel Escobar",5e+05,181388.09,440000,67926.93,0,9000,0,0,0,0,0,0,0,0,1198315.02,"PAN",NA
"Veracruz","14","Claudia Aguilar Molina",2e+05,181388.09,2e+05,60205.67,0,1800,0,0,0,0,0,0,0,0,643393.76,"PAN",NA
"Veracruz","15","Daniel Zairick Aboumrad",2e+05,181388.09,2e+05,68375.56,0,0,0,16312.5,0,0,0,0,0,0,666076.15,"PAN",NA
"Veracruz","16","Juan Gerardo Perdomo Abella",5e+05,181388.08,2e+05,64165.78,0,0,0,0,0,0,0,0,0,0,945553.86,"PAN",NA
"Veracruz","17","Luis Eduardo Grandvallet Mugica",5e+05,181388.08,2e+05,82974.05,0,1200,0,0,0,0,0,0,0,0,965562.13,"PAN",NA
"Veracruz","18","Dulce María García López",5e+05,181388.08,2e+05,57213.48,0,0,0,0,0,0,0,0,0,0,938601.56,"PAN",NA
"Veracruz","19","María Elena Cadena Bustamante",2e+05,181388.08,2e+05,58305.87,0,1800,0,0,0,0,0,0,0,0,641493.95,"PAN",NA
"Veracruz","20","Sofia Adela Mariño Rodríguez",2e+05,181388.08,2e+05,55656.14,0,0,0,0,0,0,0,0,0,0,637044.22,"PAN",NA
"Veracruz","21","Lilia Bahena Corvala",2e+05,181977.87,2e+05,56846.32,0,0,1200,0,0,0,0,0,0,0,640024.19,"PAN",NA
"Yucatán","1","Kathia María Bolio Pinelo",2e+05,211155.82,50000,57500,0,0,25390.08,3508,0,0,0,0,0,0,547553.9,"PAN",NA
"Yucatán","2","Concepción del Carmen Ramirez Murillo",2e+05,211155.82,4090,57500,0,0,9685,0,0,0,0,0,0,0,482430.82,"PAN",NA
"Yucatán","3","César José Bojorquez Zapata",5e+05,211155.82,36216,57500.03,50000,0,0,0,50000,50000,0,0,0,0,954871.85,"PAN",NA
"Yucatán","4","Víctor Hugo Lozano Poveda",5e+05,211155.22,47600,57500.03,0,4508,4408,33104,0,0,0,0,0,0,858275.25,"PAN",NA
"Yucatán","5","Roger Antonio González Herrera",2e+05,211262.54,36000,54602.93,0,0,900.16,0,0,0,0,0,0,0,502765.63,"PAN",NA
"Zacatecas","1","Gabriel Rodríguez Medina",4e+05,299689.12,128320,30975.23,0,0,0,2302.2,0,0,0,0,0,0,861286.55,"PAN",NA
"Zacatecas","2","José Manuel de Jesús Viramontes Rodarte",5e+05,264889.12,148720,22125.23,0,25750,0,5302.2,0,0,0,0,0,0,966786.55,"PAN",NA
"Zacatecas","3","Noemí Berenice Luna Ayala",5e+05,297022.78,129280,24791.57,0,0,9900,34202.2,0,0,0,0,0,0,995196.55,"PAN",NA
"Zacatecas","4","Ingrid Medina Díaz",2e+05,267551.85,126520,22458.89,0,835.2,0,2302.2,0,0,0,0,0,0,619668.14,"PAN",NA
"AGUASCALIENTES","1","GREGORIO ZAMARRIPA DELGADO",0,0,726424.54,146228.38,0,0,0,0,0,0,0,0,0,0,872652.92,"PRI",NA
"AGUASCALIENTES","2","MARIA DE LOS ANGELES AGUILERA RAMIREZ",0,0,726424.54,124867.09,0,0,0,15000,0,0,0,0,0,0,866291.63,"PRI",NA
"AGUASCALIENTES","3","JOSE DE JESUS RIOS ALBA",0,0,726424.54,134779.38,0,0,0,20000,0,0,0,0,0,0,881203.92,"PRI",NA
"DISTRITO FEDERAL","4","ALIM LIZETT AYALA SARA",0,0,852424.54,123718.12,0,0,0,31900,0,0,0,0,0,0,1008042.66,"PRI",NA
"DISTRITO FEDERAL","11","MONICA CERON GARCIA",0,0,852424.54,125894.66,0,0,0,0,0,0,0,0,0,0,978319.2,"PRI",NA
"DISTRITO FEDERAL","14","JESSICA KARINA GUILLÉN CAMPOS",0,0,852424.54,133107,0,0,0,15022.13,0,0,0,0,0,0,1000553.67,"PRI",NA
"DISTRITO FEDERAL","15","ESTEBAN RUIZ CARBALLIDO",0,0,852424.54,131749.04,0,0,0,0,0,0,0,0,0,0,984173.58,"PRI",NA
"DISTRITO FEDERAL","16","PAMELA PINEDO HERNANDEZ",0,0,852424.54,125992.39,0,0,0,0,0,0,0,0,0,0,978416.93,"PRI",NA
"DISTRITO FEDERAL","18","SANDRA GARCIA ESQUIVEL",0,0,852424.54,125802.48,0,0,0,9000,0,0,0,0,0,0,987227.02,"PRI",NA
"DISTRITO FEDERAL","19","VINICIO MARAVILLA MARQUEZ",0,0,852424.54,124978.9,0,0,0,5600,0,0,0,0,0,0,983003.44,"PRI",NA
"DISTRITO FEDERAL","22","ORALIA SERRANO GUTIERREZ",0,0,852424.54,124686.98,0,0,0,0,0,0,0,0,0,0,977111.52,"PRI",NA
"DISTRITO FEDERAL","23","FERNANDO MORALES CORREA",0,0,852425.54,126469.6,0,0,0,0,0,0,0,0,0,0,978895.14,"PRI",NA
"DISTRITO FEDERAL","24","AARON JIMENEZ PAZ",0,0,852424.54,124401.62,0,0,0,0,0,0,0,0,0,0,976826.16,"PRI",NA
"DISTRITO FEDERAL","25","AMERICA CERIOLITH HERNANDEZ ESCAREÑO",0,0,852424.54,126607.42,0,0,0,0,0,0,0,0,0,0,979031.96,"PRI",NA
"MORELOS","1","FERNANDO JOSAPHAT MARTINEZ CUE",0,0,726424.54,149522.91,0,7000,0,9496.2,0,0,0,0,0,0,892443.65,"PRI",NA
"MORELOS","2","MARIA GUADALUPE JIMENEZ TOVAR",0,0,726424.54,94343.05,0,0,0,12000,0,0,0,0,0,0,832767.59,"PRI",NA
"MORELOS","3","LILIA IBARRA CAMPOS",0,0,726424.54,118479.19,0,0,0,0,0,0,0,0,0,0,844903.73,"PRI",NA
"MORELOS","4","ROSALINA MAZARI ESPIN",0,0,726424.54,208706.35,0,0,0,0,0,0,0,0,0,0,935130.89,"PRI",NA
"MORELOS","5","HUMBERTO SEGURA GUERRERO",0,0,726424.54,118599.19,0,0,0,0,0,0,0,0,0,0,845023.73,"PRI",NA
"NAYARIT","1","EFRAIN ARELLANO NUÑEZ",0,0,726424.54,171669.19,80000,0,0,39915,0,40000,0,0,0,0,1058008.73,"PRI",NA
"NAYARIT","2","GIANNI RAUL RAMIREZ OCAMPO",0,0,726424.54,126876.59,1e+05,0,0,0,0,0,0,0,0,0,953301.13,"PRI",NA
"NAYARIT","3","JASMINE MARIA BUGARIN RODRIGUEZ",0,0,726424.54,143639.19,0,34285.71,0,4300,0,189500,0,0,0,0,1098149.44,"PRI",NA
"OAXACA","1","ANTONIO AMARO CANCINO",0,0,726424.54,178007.94,0,0,0,42339.64,0,0,0,0,0,0,946772.12,"PRI",NA
"OAXACA","2","ALVARO RAFAEL RUBIO",0,0,726424.54,128701.92,0,0,0,43143.77,0,0,0,0,0,0,898270.23,"PRI",NA
"OAXACA","3","EDITH YOLANDA LOPEZ VELASCO",0,0,726424.54,132306.92,40000,16171.2,0,16169.1,0,0,0,0,0,0,931071.76,"PRI",NA
"OAXACA","4","VITALICO CANDIDO COHETO MARTINEZ",0,0,726424.54,132906.92,0,0,0,51256,0,0,0,0,0,0,910587.46,"PRI",NA
"OAXACA","5","SOFIA CASTRO RIOS",0,0,726424.54,133491.92,0,26250,0,7500,0,0,0,0,0,0,893666.46,"PRI",NA
"OAXACA","6","HELIODORO CARLOS DIAZ ESCARRAGA",0,0,726424.54,139029.92,0,42000,0,6000,0,0,0,0,0,0,913454.46,"PRI",NA
"OAXACA","7","YARITH TANNOS CRUZ",0,0,726424.54,132846.92,0,0,0,0,0,0,0,0,0,0,859271.46,"PRI",NA
"OAXACA","8","BEATRIZ MARIA RODRIGUEZ CASASNOVAS",0,0,726424.54,188104.94,0,0,0,58000,0,0,0,0,0,0,972529.48,"PRI",NA
"OAXACA","9","GABRIELA OLVERA MARCIAL",0,0,726424.54,151603.86,0,0,0,48214.16,0,0,0,0,0,0,926242.56,"PRI",NA
"OAXACA","10","OSCAR VALENCIA GARCIA",0,0,726424.54,130801.92,0,0,0,60000,0,0,0,0,0,0,917226.46,"PRI",NA
"OAXACA","11","CARLOS SARABIA CAMACHO",0,0,726424.54,147526.78,0,0,0,72760,0,0,0,0,0,0,946711.32,"PRI",NA
"TABASCO","1","MARIA ELENA SILVAN ARELLANO",0,0,726424.54,124407.19,0,15322.48,0,12793,0,0,0,0,0,0,878947.21,"PRI",NA
"TABASCO","2","ARMANDO BELTRAN TENORIO",0,0,726424.54,124711.19,0,0,0,0,0,0,0,0,0,0,851135.73,"PRI",NA
"TABASCO","3","GREGORIO ARIAS PEREZ",0,0,726424.54,124947.19,0,0,0,11175,0,0,0,0,0,0,862546.73,"PRI",NA
"TABASCO","4","LILIANA IVETTE MADRIGAL MENDEZ",0,0,726424.54,123795.19,0,10634.4,0,27325.8,0,0,0,0,0,0,888179.93,"PRI",NA
"TABASCO","5","MINERVA SANTOS GARCIA",0,0,727674.54,124803.19,0,9578.33,0,0,0,0,0,0,0,0,862056.06,"PRI",NA
"TABASCO","6","JOSE DEL PILAR CORDOVA HERNANDEZ",0,0,726424.54,125487.19,0,0,0,13679.17,0,0,0,0,0,0,865590.9,"PRI",NA
"TAMAULIPAS","1","YAHLEEL ABDALA CARMONA",0,0,726424.54,128821.69,0,0,0,74390,0,0,0,0,0,0,929636.23,"PRI",NA
"TAMAULIPAS","2","MARIA ESTHER GUADALUPE CAMARGO FELIX",0,0,726424.54,128996.69,0,59818.4,0,20000,0,0,0,0,0,0,935239.63,"PRI",NA
"TAMAULIPAS","3","EDGARDO MELHEM SALINAS",0,0,726424.54,135174.69,0,14000,0,53800,0,0,0,0,0,0,929399.23,"PRI",NA
"TAMAULIPAS","4","JESUS JUAN DE LA GARZA DIAZ DEL GUANTE",0,0,726424.54,124691.69,0,66291.48,0,0,0,0,0,0,0,0,917407.71,"PRI",NA
"TAMAULIPAS","5","MIGUEL ANGEL GONZALEZ SALUM",0,0,726424.54,125277.99,0,39300,0,22620,0,0,0,0,0,0,913622.53,"PRI",NA
"TAMAULIPAS","6","LUIS ALEJANDRO GUEVARA COBOS",0,0,726424.54,133845.65,0,15000,0,15000,0,0,0,0,0,0,890270.19,"PRI",NA
"TAMAULIPAS","7","ESDRAS ROMERO VEGA",0,0,726424.54,131516.69,0,18000,0,40687,0,0,0,0,0,0,916628.23,"PRI",NA
"TAMAULIPAS","8","MERCEDES DEL CARMEN GUILLEN VICENTE",0,0,726424.54,124001.69,0,0,0,12079.66,0,0,0,0,0,0,862505.89,"PRI",NA
"TLAXCALA","1","ROSALINDA MUÑOZ SANCHEZ",0,0,726739.54,168726.61,0,0,0,36000,0,0,0,0,0,0,931466.15,"PRI",NA
"TLAXCALA","2","EDITH ANABEL ALVARADO VARELA",0,0,726474.54,183811.38,0,0,0,40000,0,0,0,0,0,0,950285.92,"PRI",NA
"TLAXCALA","3","RICARDO DAVID GARCIA PORTILLA",0,0,726717.54,159499.57,0,0,0,40000,0,0,0,0,0,0,926217.11,"PRI",NA
"AGUASCALIENTES","1 ","MARTINEZ BALLIN RUBEN",0,0,150000,423565.84,0,9471,0,0,0,0,13.39,0,0,NA,583050.23,NA,NA
"AGUASCALIENTES","2 ","ESTRADA ESCOBEDO OSCAR SALVADOR",150000,0,0,423565.84,0,9471,4640,66701.11,0,0,50.21,0,161.05,NA,654589.21,NA,NA
"AGUASCALIENTES","3 ","VEGA SANDOVAL SILVIA PATRICIA",0,0,150000,423565.84,0,0,59252,0,0,0,12.32,0,0,NA,632830.16,NA,NA
"BAJA CALIFORNIA","1 ","SERRANO RIVAS EDUARDO RUBEN",0,0,150000,449920.01,13360,0,0,37680,0,0,2.4,0,0,NA,650962.41,NA,NA
"BAJA CALIFORNIA","2 ","NAVARRO GUTIERREZ VICTOR HUGO",0,0,150000,438320.01,0,0,0,8480,0,0,14.88,0,0,NA,596814.89,NA,NA
"BAJA CALIFORNIA","3 ","PEREZ ALDACO REYNA ENGRACIA",0,0,150000,449920.01,0,0,0,71200,20000,5000,7.4,0,223.82,NA,696351.23,NA,NA
"BAJA CALIFORNIA","4 ","HAROS ENCINAS HECTOR",0,0,150000,449920.01,0,10500,0,0,0,0,12.16,0,0,NA,610432.17,NA,NA
